action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,target_name
,341787,17719322,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccccc3)n21,,,CHEMBL3886350,,2015,"{'bei': '14.78', 'le': '0.28', 'lle': '2.23', 'sei': '9.34'}",CHEMBL3979034,,CHEMBL3979034,6.76,0,http://www.openphacts.org/units/Nanomolar,2848550,=,37,1,=,,IC50,nM,,174.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,174.0,PAK4
,341788,17719323,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccc4c(c3)OCO4)n21,,,CHEMBL3886350,,2015,"{'bei': '16.97', 'le': '0.32', 'lle': '3.72', 'sei': '8.89'}",CHEMBL3905102,,CHEMBL3905102,7.80,0,http://www.openphacts.org/units/Nanomolar,2848551,=,37,1,=,,IC50,nM,,16.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,16.0,PAK4
,341789,17719324,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccc4ccccc4c3)n21,,,CHEMBL3886350,,2015,"{'bei': '14.65', 'le': '0.27', 'lle': '1.31', 'sei': '9.84'}",CHEMBL3943493,,CHEMBL3943493,6.82,0,http://www.openphacts.org/units/Nanomolar,2848552,=,37,1,=,,IC50,nM,,152.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,152.0,PAK4
,341790,17719325,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccc(S(N)(=O)=O)cc3)n21,,,CHEMBL3886350,,2015,"{'bei': '17.24', 'le': '0.34', 'lle': '5.52', 'sei': '6.58'}",CHEMBL3973012,,CHEMBL3973012,8.52,0,http://www.openphacts.org/units/Nanomolar,2848553,=,37,1,=,,IC50,nM,,3.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,3.0,PAK4
,341791,17719326,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1Cl,,,CHEMBL3886350,,2015,"{'bei': '16.00', 'le': '0.32', 'lle': '2.66', 'sei': '9.78'}",CHEMBL3979444,,CHEMBL3979444,7.68,0,http://www.openphacts.org/units/Nanomolar,2848554,=,37,1,=,,IC50,nM,,21.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,21.0,PAK4
,341792,17719327,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1F,,,CHEMBL3886350,,2015,"{'bei': '15.96', 'le': '0.31', 'lle': '2.73', 'sei': '9.71'}",CHEMBL3963827,,CHEMBL3963827,7.62,0,http://www.openphacts.org/units/Nanomolar,2848555,=,37,1,=,,IC50,nM,,24.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,24.0,PAK4
,341793,17719328,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1c(C)cc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1C,,,CHEMBL3886350,,2015,"{'bei': '15.83', 'le': '0.30', 'lle': '2.51', 'sei': '9.55'}",CHEMBL3959008,,CHEMBL3959008,7.50,0,http://www.openphacts.org/units/Nanomolar,2848556,=,37,1,=,,IC50,nM,,32.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,32.0,PAK4
,341794,17719329,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,CSc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1,,,CHEMBL3886350,,2015,"{'bei': '15.92', 'le': '0.31', 'lle': '2.27', 'sei': '10.60'}",CHEMBL3935023,,CHEMBL3935023,7.35,0,http://www.openphacts.org/units/Nanomolar,2848557,=,37,1,=,,IC50,nM,,45.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,45.0,PAK4
,341795,17719330,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1,,,CHEMBL3886350,,2015,"{'bei': '14.41', 'le': '0.27', 'lle': '1.15', 'sei': '9.81'}",CHEMBL3966069,,CHEMBL3966069,6.80,0,http://www.openphacts.org/units/Nanomolar,2848558,=,37,1,=,,IC50,nM,,160.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,160.0,PAK4
,341796,17719331,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3cccc(C(F)(F)F)c3)n21,,,CHEMBL3886350,,2015,"{'bei': '14.51', 'le': '0.28', 'lle': '1.64', 'sei': '10.12'}",CHEMBL3936239,,CHEMBL3936239,7.01,0,http://www.openphacts.org/units/Nanomolar,2848559,=,37,1,=,,IC50,nM,,97.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,97.0,PAK4
,341797,17719332,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3cccc(F)c3)n21,,,CHEMBL3886350,,2015,"{'bei': '18.28', 'le': '0.35', 'lle': '3.43', 'sei': '11.43'}",CHEMBL3974585,,CHEMBL3974585,7.92,0,http://www.openphacts.org/units/Nanomolar,2848560,=,37,1,=,,IC50,nM,,12.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,12.0,PAK4
,341798,17719333,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)ccc1F,,,CHEMBL3886350,,2015,"{'bei': '15.79', 'le': '0.30', 'lle': '2.27', 'sei': '10.20'}",CHEMBL3910416,,CHEMBL3910416,7.07,0,http://www.openphacts.org/units/Nanomolar,2848561,=,37,1,=,,IC50,nM,,86.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,86.0,PAK4
,341799,17719334,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1Cl,,,CHEMBL3886350,,2015,"{'bei': '16.51', 'le': '0.33', 'lle': '2.90', 'sei': '10.09'}",CHEMBL3979444,,CHEMBL3979444,7.92,0,http://www.openphacts.org/units/Nanomolar,2848554,=,37,1,=,,IC50,nM,,12.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,12.0,PAK4
,341800,17719335,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccc(C4(N)CC4)cc3)n21,,,CHEMBL3886350,,2015,"{'bei': '18.11', 'le': '0.34', 'lle': '4.22', 'sei': '8.94'}",CHEMBL3957977,,CHEMBL3957977,8.52,0,http://www.openphacts.org/units/Nanomolar,2848562,=,37,1,=,,IC50,nM,,3.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,3.0,PAK4
,341801,17719336,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(-c3c(-c4cccc(OC(F)(F)F)c4)cc4n3[C@@H](CCCl)CNC4=O)cc2)CC1,,,CHEMBL3886350,,2015,"{'bei': '12.80', 'le': '0.25', 'lle': '1.62', 'sei': '14.08'}",CHEMBL3925655,,CHEMBL3925655,7.00,0,http://www.openphacts.org/units/Nanomolar,2848563,=,37,1,=,,IC50,nM,,99.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,99.0,PAK4
,341802,17719337,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccc(CN)cc3)n21,,,CHEMBL3886350,,2015,"{'bei': '15.25', 'le': '0.29', 'lle': '1.64', 'sei': '9.76'}",CHEMBL3949873,,CHEMBL3949873,6.76,0,http://www.openphacts.org/units/Nanomolar,2848564,=,37,1,=,,IC50,nM,,173.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,173.0,PAK4
,341803,17719338,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCNC(=N)N)CNC3=O)c1,,,CHEMBL3886350,,2015,"{'bei': '16.80', 'le': '0.32', 'lle': '3.73', 'sei': '7.53'}",CHEMBL3941232,,CHEMBL3941232,7.92,0,http://www.openphacts.org/units/Nanomolar,2848565,=,37,1,=,,IC50,nM,,12.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,12.0,PAK4
,341804,17719339,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCNC(=N)N)CNC3=O)cc1,,,CHEMBL3886350,,2015,"{'bei': '14.42', 'le': '0.29', 'lle': '4.44', 'sei': '5.54'}",CHEMBL3970786,,CHEMBL3970786,7.72,0,http://www.openphacts.org/units/Nanomolar,2848566,=,37,1,=,,IC50,nM,,19.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,19.0,PAK4
,341805,17719340,[],CHEMBL3887520,"Trans-Phosphorylation Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.Specific peptide or protein substrates were trans-phosphorylated by their specific ser-thr or tyr kinase in the presence of ATP traced with 33P-gamma-ATP, and in the presence of their own optimal buffer and cofactors. At the end of the phosphorylation reaction, more than 98% unlabeled ATP and radioactive ATP were captured by an excess of the ion exchange dowex resin; the resin then settled down to the bottom of the reaction plate by gravity. Supernatant was subsequently withdrawn and transferred into a counting plate, then evaluated by beta-counting. Kinase Buffer (KB):The buffer for PIM2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 uM Na3VO4, and 0.2 mg/mL BSA.Â  Full-length human PIM2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1F,,,CHEMBL3886350,,2015,"{'bei': '16.06', 'le': '0.31', 'lle': '2.94', 'sei': '9.48'}",CHEMBL3932237,,CHEMBL3932237,7.44,0,http://www.openphacts.org/units/Nanomolar,2848567,=,37,1,=,,IC50,nM,,36.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,36.0,PAK4
